

End Points:

   Index   Instance                                                                                                                                                                                                                                                                                                 Pin               Type   Start Clock                                                      End Clock                                                        Clock Delay    Req Per     Slack
     271   ad9914_ctrl_inst_1/ad9914_reg_wr_inst/delay_count[0]                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   995.890
     272   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/delay_count[0]                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   995.890
     273   ad9914_ctrl_inst_1/ad9914_reg_wr_inst/delay_count[0]                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   995.913
     274   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/delay_count[0]                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   995.913
     275   post_prf_gen_inst/delay_count[11]                                                                                                                                                                                                                                                                        Q        reg    top|clk:r                                                              4.406   995.930
     276   post_prf_gen_inst/delay_count[11]                                                                                                                                                                                                                                                                        Q        reg    top|clk:r                                                              4.406   995.930
     277   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     278   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     279   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     280   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     281   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     282   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     283   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     284   myicon_inst/U0/U_ICON/I_YES_BSCAN\.U_BS/I_S6\.ISYN\.I_USE_SOFTBSCAN_EQ0\.U_BS                                                                                                                                                                                                                            SHIFT    reg    System                                                                 0.000   995.941
     285   myila_inst/U0/I_NO_D\.U_ILA/U_STAT/U_DIRTY_LDC                                                                                                                                                                                                                                                           Q        reg    System:f                                                               0.000   995.970
     286   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     287   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     288   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     289   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     290   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     291   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     292   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     293   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     294   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     295   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     296   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     297   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     298   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     299   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     300   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     301   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     302   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     303   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     304   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     305   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     306   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     307   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     308   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     309   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     310   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     311   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     312   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     313   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   995.981
     314   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.045
     315   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.045
     316   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.077
     317   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     318   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     319   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     320   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     321   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     322   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     323   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     324   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     325   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     326   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     327   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     328   myila_inst/U0/I_NO_D\.U_ILA/U_CAPSTOR/I_CASE1\.I_YES_TB\.U_TRACE_BUFFER/I_SINGLE_ROW\.U_RD_COL_ADDR/u_cnt/G\[0\]\.U_FDRE                                                                                                                                                                                 Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.079
     329   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     330   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     331   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     332   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     333   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     334   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     335   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     336   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     337   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     338   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     339   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     340   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     341   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     342   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     343   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     344   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     345   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     346   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     347   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     348   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     349   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     350   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     351   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     352   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     353   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     354   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     355   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     356   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     357   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     358   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     359   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     360   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     361   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     362   ad9914_ctrl_inst_1/fsm_state_cur[16]                                                                                                                                                                                                                                                                     Q        reg    top|clk:r                                                              4.406   996.152
     363   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     364   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     365   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     366   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     367   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     368   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     369   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     370   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     371   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     372   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     373   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     374   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     375   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     376   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     377   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     378   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.162
     379   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.169
     380   myicon_inst/U0/U_ICON/U_CMD/G_TARGET\[12\]\.I_NE0\.U_TARGET                                                                                                                                                                                                                                              Q        reg    myicon|U0/U_ICON/I_YES_BSCAN_U_BS/iDRCK_LOCAL_inferred_clock:r         2.455   996.169
